PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Missing_Cabin,DeckNum,Missing_Age,members,Pclass Sex,Pclass Age,Pclass SibSp,Pclass Parch,Pclass Fare,Pclass Embarked,Pclass Missing_Cabin,Pclass DeckNum,Pclass Missing_Age,Pclass members,Sex Age,Sex SibSp,Sex Parch,Sex Fare,Sex Embarked,Sex Missing_Cabin,Sex DeckNum,Sex Missing_Age,Sex members,Age SibSp,Age Parch,Age Fare,Age Embarked,Age Missing_Cabin,Age DeckNum,Age Missing_Age,Age members,SibSp Parch,SibSp Fare,SibSp Embarked,SibSp Missing_Cabin,SibSp DeckNum,SibSp Missing_Age,SibSp members,Parch Fare,Parch Embarked,Parch Missing_Cabin,Parch DeckNum,Parch Missing_Age,Parch members,Fare Embarked,Fare Missing_Cabin,Fare DeckNum,Fare Missing_Age,Fare members,Embarked Missing_Cabin,Embarked DeckNum,Embarked Missing_Age,Embarked members,Missing_Cabin DeckNum,Missing_Cabin Missing_Age,Missing_Cabin members,DeckNum Missing_Age,DeckNum members,Missing_Age members,Survived
661,1.0,0.0,50.0,2.0,0.0,133.65,2.0,1.0,-1.0,0.0,2.0,0.0,50.0,2.0,0.0,133.65,2.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,100.0,0.0,6682.5,100.0,50.0,-50.0,0.0,100.0,0.0,267.3,4.0,2.0,-2.0,0.0,4.0,0.0,0.0,0.0,-0.0,0.0,0.0,267.3,133.65,-133.65,0.0,267.3,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,1
662,3.0,0.0,40.0,0.0,0.0,7.225,0.0,1.0,-1.0,0.0,1.0,0.0,120.0,0.0,0.0,21.674999999999997,0.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,289.0,0.0,40.0,-40.0,0.0,40.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,7.225,-7.225,0.0,7.225,0.0,-0.0,0.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
663,1.0,0.0,47.0,0.0,0.0,25.5875,2.0,0.0,4.0,0.0,1.0,0.0,47.0,0.0,0.0,25.5875,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.6125,94.0,0.0,188.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.175,0.0,102.35,0.0,25.5875,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0
664,3.0,0.0,36.0,0.0,0.0,7.4958,2.0,1.0,-1.0,0.0,1.0,0.0,108.0,0.0,0.0,22.4874,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,269.8488,72.0,36.0,-36.0,0.0,36.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.9916,7.4958,-7.4958,0.0,7.4958,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
665,3.0,0.0,20.0,1.0,0.0,7.925,2.0,1.0,-1.0,0.0,1.0,0.0,60.0,3.0,0.0,23.775,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,20.0,0.0,158.5,40.0,20.0,-20.0,0.0,20.0,0.0,7.925,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.85,7.925,-7.925,0.0,7.925,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
666,2.0,0.0,32.0,2.0,0.0,73.5,2.0,1.0,-1.0,0.0,5.0,0.0,64.0,4.0,0.0,147.0,4.0,2.0,-2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,64.0,0.0,2352.0,64.0,32.0,-32.0,0.0,160.0,0.0,147.0,4.0,2.0,-2.0,0.0,10.0,0.0,0.0,0.0,-0.0,0.0,0.0,147.0,73.5,-73.5,0.0,367.5,2.0,-2.0,0.0,10.0,-1.0,0.0,5.0,-0.0,-5.0,0.0,0
667,2.0,0.0,25.0,0.0,0.0,13.0,2.0,1.0,-1.0,0.0,1.0,0.0,50.0,0.0,0.0,26.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,325.0,50.0,25.0,-25.0,0.0,25.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,26.0,13.0,-13.0,0.0,13.0,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
668,3.0,0.0,-1.0,0.0,0.0,7.775,2.0,1.0,-1.0,1.0,1.0,0.0,-3.0,0.0,0.0,23.325000000000003,6.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7.775,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.55,7.775,-7.775,7.775,7.775,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
669,3.0,0.0,43.0,0.0,0.0,8.05,2.0,1.0,-1.0,0.0,1.0,0.0,129.0,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,346.15000000000003,86.0,43.0,-43.0,0.0,43.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,0.0,8.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
670,1.0,1.0,-1.0,1.0,0.0,52.0,2.0,0.0,2.0,1.0,2.0,1.0,-1.0,1.0,0.0,52.0,2.0,0.0,2.0,1.0,2.0,-1.0,1.0,0.0,52.0,2.0,0.0,2.0,1.0,2.0,-1.0,-0.0,-52.0,-2.0,-0.0,-2.0,-1.0,-2.0,0.0,52.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,104.0,52.0,104.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,1
671,2.0,1.0,40.0,1.0,1.0,39.0,2.0,1.0,-1.0,0.0,2.0,2.0,80.0,2.0,2.0,78.0,4.0,2.0,-2.0,0.0,4.0,40.0,1.0,1.0,39.0,2.0,1.0,-1.0,0.0,2.0,40.0,40.0,1560.0,80.0,40.0,-40.0,0.0,80.0,1.0,39.0,2.0,1.0,-1.0,0.0,2.0,39.0,2.0,1.0,-1.0,0.0,2.0,78.0,39.0,-39.0,0.0,78.0,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,1
672,1.0,0.0,31.0,1.0,0.0,52.0,2.0,0.0,1.0,0.0,1.0,0.0,31.0,1.0,0.0,52.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1612.0,62.0,0.0,31.0,0.0,31.0,0.0,52.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,52.0,0.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0
673,2.0,0.0,70.0,0.0,0.0,10.5,2.0,1.0,-1.0,0.0,1.0,0.0,140.0,0.0,0.0,21.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,735.0,140.0,70.0,-70.0,0.0,70.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,21.0,10.5,-10.5,0.0,10.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
674,2.0,0.0,31.0,0.0,0.0,13.0,2.0,1.0,-1.0,0.0,1.0,0.0,62.0,0.0,0.0,26.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,403.0,62.0,31.0,-31.0,0.0,31.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,26.0,13.0,-13.0,0.0,13.0,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
675,2.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,-1.0,1.0,1.0,0.0,-2.0,0.0,0.0,0.0,4.0,2.0,-2.0,2.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
676,3.0,0.0,18.0,0.0,0.0,7.775,2.0,1.0,-1.0,0.0,1.0,0.0,54.0,0.0,0.0,23.325000000000003,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,139.95000000000002,36.0,18.0,-18.0,0.0,18.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.55,7.775,-7.775,0.0,7.775,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
677,3.0,0.0,24.5,0.0,0.0,8.05,2.0,1.0,-1.0,0.0,1.0,0.0,73.5,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,197.22500000000002,49.0,24.5,-24.5,0.0,24.5,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,0.0,8.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
678,3.0,1.0,18.0,0.0,0.0,9.8417,2.0,1.0,-1.0,0.0,1.0,3.0,54.0,0.0,0.0,29.5251,6.0,3.0,-3.0,0.0,3.0,18.0,0.0,0.0,9.8417,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,177.1506,36.0,18.0,-18.0,0.0,18.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,19.6834,9.8417,-9.8417,0.0,9.8417,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
679,3.0,1.0,43.0,1.0,6.0,46.9,2.0,1.0,-1.0,0.0,6.0,3.0,129.0,3.0,18.0,140.7,6.0,3.0,-3.0,0.0,18.0,43.0,1.0,6.0,46.9,2.0,1.0,-1.0,0.0,6.0,43.0,258.0,2016.7,86.0,43.0,-43.0,0.0,258.0,6.0,46.9,2.0,1.0,-1.0,0.0,6.0,281.4,12.0,6.0,-6.0,0.0,36.0,93.8,46.9,-46.9,0.0,281.4,2.0,-2.0,0.0,12.0,-1.0,0.0,6.0,-0.0,-6.0,0.0,0
680,1.0,0.0,36.0,0.0,1.0,512.3292,0.0,0.0,1.0,0.0,3.0,0.0,36.0,0.0,1.0,512.3292,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18443.8512,0.0,0.0,36.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.3292,0.0,0.0,1.0,0.0,3.0,0.0,0.0,512.3292,0.0,1536.9876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1
681,3.0,1.0,-1.0,0.0,0.0,8.1375,1.0,1.0,-1.0,1.0,1.0,3.0,-3.0,0.0,0.0,24.412499999999998,3.0,3.0,-3.0,3.0,3.0,-1.0,0.0,0.0,8.1375,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.0,-8.1375,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,8.1375,8.1375,-8.1375,8.1375,8.1375,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
682,1.0,0.0,27.0,0.0,0.0,76.7292,0.0,0.0,3.0,0.0,3.0,0.0,27.0,0.0,0.0,76.7292,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2071.6884,0.0,0.0,81.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.18760000000003,0.0,230.18760000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1
683,3.0,0.0,20.0,0.0,0.0,9.225,2.0,1.0,-1.0,0.0,1.0,0.0,60.0,0.0,0.0,27.674999999999997,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,184.5,40.0,20.0,-20.0,0.0,20.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,18.45,9.225,-9.225,0.0,9.225,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
684,3.0,0.0,14.0,5.0,2.0,46.9,2.0,1.0,-1.0,0.0,6.0,0.0,42.0,15.0,6.0,140.7,6.0,3.0,-3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,70.0,28.0,656.6,28.0,14.0,-14.0,0.0,84.0,10.0,234.5,10.0,5.0,-5.0,0.0,30.0,93.8,4.0,2.0,-2.0,0.0,12.0,93.8,46.9,-46.9,0.0,281.4,2.0,-2.0,0.0,12.0,-1.0,0.0,6.0,-0.0,-6.0,0.0,0
685,2.0,0.0,60.0,1.0,1.0,39.0,2.0,1.0,-1.0,0.0,2.0,0.0,120.0,2.0,2.0,78.0,4.0,2.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,60.0,60.0,2340.0,120.0,60.0,-60.0,0.0,120.0,1.0,39.0,2.0,1.0,-1.0,0.0,2.0,39.0,2.0,1.0,-1.0,0.0,2.0,78.0,39.0,-39.0,0.0,78.0,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,0
686,2.0,0.0,25.0,1.0,2.0,41.5792,0.0,1.0,-1.0,0.0,3.0,0.0,50.0,2.0,4.0,83.1584,0.0,2.0,-2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,25.0,50.0,1039.48,0.0,25.0,-25.0,0.0,75.0,2.0,41.5792,0.0,1.0,-1.0,0.0,3.0,83.1584,0.0,2.0,-2.0,0.0,6.0,0.0,41.5792,-41.5792,0.0,124.7376,0.0,-0.0,0.0,0.0,-1.0,0.0,3.0,-0.0,-3.0,0.0,0
687,3.0,0.0,14.0,4.0,1.0,39.6875,2.0,1.0,-1.0,0.0,6.0,0.0,42.0,12.0,3.0,119.0625,6.0,3.0,-3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,56.0,14.0,555.625,28.0,14.0,-14.0,0.0,84.0,4.0,158.75,8.0,4.0,-4.0,0.0,24.0,39.6875,2.0,1.0,-1.0,0.0,6.0,79.375,39.6875,-39.6875,0.0,238.125,2.0,-2.0,0.0,12.0,-1.0,0.0,6.0,-0.0,-6.0,0.0,0
688,3.0,0.0,19.0,0.0,0.0,10.1708,2.0,1.0,-1.0,0.0,1.0,0.0,57.0,0.0,0.0,30.5124,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,193.2452,38.0,19.0,-19.0,0.0,19.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,20.3416,10.1708,-10.1708,0.0,10.1708,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
689,3.0,0.0,18.0,0.0,0.0,7.7958,2.0,1.0,-1.0,0.0,1.0,0.0,54.0,0.0,0.0,23.3874,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,140.3244,36.0,18.0,-18.0,0.0,18.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.5916,7.7958,-7.7958,0.0,7.7958,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
690,1.0,1.0,15.0,0.0,1.0,211.3375,2.0,0.0,1.0,0.0,3.0,1.0,15.0,0.0,1.0,211.3375,2.0,0.0,1.0,0.0,3.0,15.0,0.0,1.0,211.3375,2.0,0.0,1.0,0.0,3.0,0.0,15.0,3170.0625,30.0,0.0,15.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.3375,2.0,0.0,1.0,0.0,3.0,422.675,0.0,211.3375,0.0,634.0125,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1
691,1.0,0.0,31.0,1.0,0.0,57.0,2.0,0.0,1.0,0.0,2.0,0.0,31.0,1.0,0.0,57.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1767.0,62.0,0.0,31.0,0.0,62.0,0.0,57.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,57.0,0.0,114.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1
692,3.0,1.0,4.0,0.0,1.0,13.4167,0.0,1.0,-1.0,0.0,1.0,3.0,12.0,0.0,3.0,40.2501,0.0,3.0,-3.0,0.0,3.0,4.0,0.0,1.0,13.4167,0.0,1.0,-1.0,0.0,1.0,0.0,4.0,53.6668,0.0,4.0,-4.0,0.0,4.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,13.4167,0.0,1.0,-1.0,0.0,1.0,0.0,13.4167,-13.4167,0.0,13.4167,0.0,-0.0,0.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
693,3.0,0.0,-1.0,0.0,0.0,56.4958,2.0,1.0,-1.0,1.0,7.0,0.0,-3.0,0.0,0.0,169.4874,6.0,3.0,-3.0,3.0,21.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-56.4958,-2.0,-1.0,1.0,-1.0,-7.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,112.9916,56.4958,-56.4958,56.4958,395.4706,2.0,-2.0,2.0,14.0,-1.0,1.0,7.0,-1.0,-7.0,7.0,1
694,3.0,0.0,25.0,0.0,0.0,7.225,0.0,1.0,-1.0,0.0,1.0,0.0,75.0,0.0,0.0,21.674999999999997,0.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,180.625,0.0,25.0,-25.0,0.0,25.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,7.225,-7.225,0.0,7.225,0.0,-0.0,0.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
695,1.0,0.0,60.0,0.0,0.0,26.55,2.0,1.0,-1.0,0.0,1.0,0.0,60.0,0.0,0.0,26.55,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1593.0,120.0,60.0,-60.0,0.0,60.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,53.1,26.55,-26.55,0.0,26.55,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
696,2.0,0.0,52.0,0.0,0.0,13.5,2.0,1.0,-1.0,0.0,1.0,0.0,104.0,0.0,0.0,27.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,702.0,104.0,52.0,-52.0,0.0,52.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,27.0,13.5,-13.5,0.0,13.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
697,3.0,0.0,44.0,0.0,0.0,8.05,2.0,1.0,-1.0,0.0,1.0,0.0,132.0,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,354.20000000000005,88.0,44.0,-44.0,0.0,44.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,0.0,8.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
698,3.0,1.0,-1.0,0.0,0.0,7.7333,1.0,1.0,-1.0,1.0,1.0,3.0,-3.0,0.0,0.0,23.1999,3.0,3.0,-3.0,3.0,3.0,-1.0,0.0,0.0,7.7333,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.0,-7.7333,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,7.7333,7.7333,-7.7333,7.7333,7.7333,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1
699,1.0,0.0,49.0,1.0,1.0,110.8833,0.0,0.0,2.0,0.0,4.0,0.0,49.0,1.0,1.0,110.8833,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,5433.2817000000005,0.0,0.0,98.0,0.0,196.0,1.0,110.8833,0.0,0.0,2.0,0.0,4.0,110.8833,0.0,0.0,2.0,0.0,4.0,0.0,0.0,221.7666,0.0,443.5332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0
700,3.0,0.0,42.0,0.0,0.0,7.65,2.0,0.0,5.0,0.0,1.0,0.0,126.0,0.0,0.0,22.950000000000003,6.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.3,84.0,0.0,210.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,38.25,0.0,7.65,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0
701,1.0,1.0,18.0,1.0,0.0,227.525,0.0,0.0,2.0,0.0,4.0,1.0,18.0,1.0,0.0,227.525,0.0,0.0,2.0,0.0,4.0,18.0,1.0,0.0,227.525,0.0,0.0,2.0,0.0,4.0,18.0,0.0,4095.4500000000003,0.0,0.0,36.0,0.0,72.0,0.0,227.525,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.05,0.0,910.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1
702,1.0,0.0,35.0,0.0,0.0,26.2875,2.0,0.0,4.0,0.0,1.0,0.0,35.0,0.0,0.0,26.2875,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0625,70.0,0.0,140.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.575,0.0,105.15,0.0,26.2875,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1
703,3.0,1.0,18.0,0.0,1.0,14.4542,0.0,1.0,-1.0,0.0,2.0,3.0,54.0,0.0,3.0,43.3626,0.0,3.0,-3.0,0.0,6.0,18.0,0.0,1.0,14.4542,0.0,1.0,-1.0,0.0,2.0,0.0,18.0,260.17560000000003,0.0,18.0,-18.0,0.0,36.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.4542,0.0,1.0,-1.0,0.0,2.0,0.0,14.4542,-14.4542,0.0,28.9084,0.0,-0.0,0.0,0.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,0
704,3.0,0.0,25.0,0.0,0.0,7.7417,1.0,1.0,-1.0,0.0,1.0,0.0,75.0,0.0,0.0,23.225099999999998,3.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,193.5425,25.0,25.0,-25.0,0.0,25.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,7.7417,7.7417,-7.7417,0.0,7.7417,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
705,3.0,0.0,26.0,1.0,0.0,7.8542,2.0,1.0,-1.0,0.0,1.0,0.0,78.0,3.0,0.0,23.5626,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,26.0,0.0,204.20919999999998,52.0,26.0,-26.0,0.0,26.0,0.0,7.8542,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.7084,7.8542,-7.8542,0.0,7.8542,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
706,2.0,0.0,39.0,0.0,0.0,26.0,2.0,1.0,-1.0,0.0,2.0,0.0,78.0,0.0,0.0,52.0,4.0,2.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1014.0,78.0,39.0,-39.0,0.0,78.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,52.0,26.0,-26.0,0.0,52.0,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,0
707,2.0,1.0,45.0,0.0,0.0,13.5,2.0,1.0,-1.0,0.0,1.0,2.0,90.0,0.0,0.0,27.0,4.0,2.0,-2.0,0.0,2.0,45.0,0.0,0.0,13.5,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,607.5,90.0,45.0,-45.0,0.0,45.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,27.0,13.5,-13.5,0.0,13.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
